approve,id,tier,reason,value,suggestion,confidence,entry_id,field_path,context_before,context_after,occurrences
,cand-3733607,1,digit_in_letter,FBAK0I8,FBAKOIS,0.45,schaff-herzog.jakes-fbak0i8-dbisooll-d-d,term,JAKES,"DBISOOLL, D.D.",1
,cand-3733621,1,digit_in_letter,JA1CB8,JAICBS,0.45,schaff-herzog.jakes-fbak0i8-dbisooll-d-d,definition_blocks[1],,"FBBBXBIOK MeOTOBT, Pli.D., LL.D.,",1
,cand-3734057,1,digit_in_letter,0HBI8T,OHBIST,0.45,schaff-herzog.jakes-oabteb,definition_blocks[1],PAUL,"(f), Th.D., Late Profeaaor of Theology,",1
,cand-3734240,1,digit_in_letter,0LX7F,OLX7F,0.45,schaff-herzog.james-fbavgis-deiscoll-d-d,definition_blocks[7],JOHN,"EVJEN, Ph.D.,",1
,cand-2520260,1,digit_in_letter,AN6ELL,AN6ELL,0.45,schaff-herzog.james-john-an6ell,term,"JAMES, JOHN",,1
,cand-2521968,1,digit_in_letter,abb6,abb6,0.45,schaff-herzog.jansen-cornelius-jansenisil,definition_blocks[7],"and Duvergier de Hauranne, after- ward",of St. Qyran (see Duvxroibr db Hau- ran,1
,cand-2535498,1,digit_in_letter,au9,au9,0.45,schaff-herzog.jaspis-albert-sigismund,definition_blocks[0],"toor, Cologne, 1888, the other in BUder","dem kirehUchen Leben . . , in Pommmm, p",1
,cand-2535515,1,digit_in_letter,6ASPARD,6ASPARD,0.45,schaff-herzog.jaspis-albert-sigismund,definition_blocks[1],"JAUFFRST, shd^'fr^',",JBAK AKDRE,1
,cand-3739697,1,digit_in_letter,Berlinri887,BerlinriSS7,0.45,schaff-herzog.jbab,definition_blocks[34],"eechidUaqud- len tm MitteUdter, 3d ed.,",.The Septuagint . I Maccabees .II Macca,1
,cand-2537803,1,digit_in_letter,Presb3rterian,Presb3rterian,0.45,schaff-herzog.jbffers-william-hamilton,definition_blocks[0],r of the committee to revise the United,metrical version of the Psalms.,1
,cand-2589268,1,digit_in_letter,ro3ral,ro3ral,0.45,schaff-herzog.jbsus-christ-threefold-office-of,definition_blocks[6],Father and the people; then follow the,and prophetic offices. The first office,1
,cand-1589102,1,digit_in_letter,bl05,blOS,0.45,schaff-herzog.jcoes-wot-circulate,definition_blocks[36],3,025 315 b?1,1
,cand-2538330,1,digit_in_letter,K0nig9,KOnig9,0.45,schaff-herzog.jehoiachin,definition_blocks[3],"ies; J. W. Rothstein, Dis Oenmdogie des","JojaeMn und weiner Nachkommen, Berlin,",1
,cand-2540349,1,digit_in_letter,an4,an4,0.45,schaff-herzog.jehu-hebr-yehu-assyr-ya-uro,definition_blocks[2],"thenish practises of Jezebel continued,",then sent an arrow through dead body to,1
,cand-2544053,1,digit_in_letter,porti6ns,porti6ns,0.45,schaff-herzog.jephthah,definition_blocks[45],tions of the prophet. Similar narrative,are xxxvii.- xliv.; xxxix. is an insert,1
,cand-2559326,1,digit_in_letter,3ui,3ui,0.45,schaff-herzog.jerusalem-patriarchate-of,definition_blocks[13],"a, 1740 (important); H. G«ibr. in ZDPV,","(1890). 81 aqq.; O. Werner, Orbta tgiiM",1
,cand-2560869,1,digit_in_letter,6nned,6nned,0.45,schaff-herzog.jesuits,definition_blocks[15],as again emphatically improved and con-,"by Gregory XIII. (Feb., 1582) and print",1
,cand-2565398,1,digit_in_letter,P6rtuguese,P6rtuguese,0.45,schaff-herzog.jesuits,definition_blocks[61],times guarded and forced by Spanish and,"troops, were employed as laborers and c",1
,cand-2573256,1,digit_in_letter,3tttor,3tttor,0.45,schaff-herzog.jesus-christ,definition_blocks[68],nt; his expected return as the consiun-,of the ages and the judge of all — ^thi,1
,cand-2579337,1,digit_in_letter,8oteriology,Soteriology,0.45,schaff-herzog.jesus-christ,definition_blocks[126],reek and Oriental mystery religion. Its,recalls the avatar doctrine of the re-,1
,cand-2580940,1,digit_in_letter,3ret,3ret,0.45,schaff-herzog.jesus-christ,definition_blocks[150],"trine which became "" Christianity."" And",""" Christianity "" was saved from absorpt",1
,cand-2584274,1,digit_in_letter,S3rmbolism,S3rmbolism,0.45,schaff-herzog.jesus-christ-monogram-of,definition_blocks[2],,(f 8). n. Jesus. III. Jesus Christ.,1
,cand-2593107,1,digit_in_letter,Abb6,Abb6,0.45,schaff-herzog.jews-missions-to-the,definition_blocks[25],among the Jews of France. The proselyte,Bauer used his brilliant oratorical gif,1
,cand-2593565,1,digit_in_letter,hAptije4,hAptije4,0.45,schaff-herzog.jews-missions-to-the,definition_blocks[30],"pecial protection, as well as lands, to",Jews. In 1814 the Duke of Kent laid the,1
,cand-2594785,1,digit_in_letter,C3iristian,C3iristian,0.45,schaff-herzog.jews-missions-to-the,definition_blocks[45],s to the Jews living within the pale of,churches can have no other purpose but,1
,cand-2597901,1,digit_in_letter,reliffiC9en,reliffiC9en,0.45,schaff-herzog.joachim-n,definition_blocks[5],"Joadtim$ii, . . . su den poliiUi^tn und","ParUien Miner Zeit, LOnebuiVt 1898; art",1
,cand-2598310,1,digit_in_letter,4ie,4ie,0.45,schaff-herzog.joachim-n,definition_blocks[15],predecessors like Rupert of Deutz—,opens up a new development in the depar,1
,cand-2602316,1,digit_in_letter,6ed,6ed,0.45,schaff-herzog.job-book-of,definition_blocks[45],uaea and then let him oonehide in teni-,Caefakm with the statement of the misea,1
,cand-2606049,1,digit_in_letter,veieri9,veieri9,0.45,schaff-herzog.job-book-of,definition_blocks[85],"Houbigant, Notae erilUeae in itmvsrsos","teftamsnli Itfrros. Frankfort, 1777; I.",1
,cand-2828215,1,digit_in_letter,Oro99e,Oro99e,0.45,schaff-herzog.jobn-xl,definition_blocks[25],"artial); Jaff^, Rso«9Ui Arendt, Leo der",und 9eini man Oatholic. apologetic); E.,1
,cand-2828218,1,digit_in_letter,9eini,9eini,0.45,schaff-herzog.jobn-xl,definition_blocks[25],"ff^, Rso«9Ui Arendt, Leo der Oro99e und","man Oatholic. apologetic); E. F Ldw9f%,",1
,cand-2829261,1,digit_in_letter,90ureea,9Oureea,0.45,schaff-herzog.jobn-xl,definition_blocks[73],ome. 1803; U. Cberalier. Rfpertoira det,"hiakfriquea du moiftn 40«. p. 1373, and",1
,cand-2831036,1,digit_in_letter,d4Ua,d4Ua,0.45,schaff-herzog.jobn-xl,definition_blocks[115],roduced in 8. Borgia. Memorie iatorieha,"pontiflcia, ii. 200-348. Rome. 1764. Ot",1
,cand-2833330,1,digit_in_letter,Zj6o,Zj6o,0.45,schaff-herzog.jobn-xl,definition_blocks[133],,xm,1
,cand-2833597,1,digit_in_letter,LeUsr9,LeUsr9,0.45,schaff-herzog.jobn-xl,definition_blocks[137],Bduoobapht: Leo's Or^ai Eneydieal,have been timnskted. New York. 1908; al,1
,cand-1823148,1,digit_in_letter,G5ttingen,GSttingen,0.45,schaff-herzog.johann,definition_blocks[0],in Melsungen. In 1530 he was called to,as EvangeUcal preacher. At first he pre,1
,cand-3733881,1,digit_in_letter,B0X7SSET,BOX7SSET,0.45,schaff-herzog.johann-fbanz-wilhelk-b0x7sset,term,JOHANN FBANZ WILHELK,,1
,cand-3735635,1,digit_in_letter,AXJGX7ST,AXJGX7ST,0.45,schaff-herzog.johann-oebhabd-wilhelm,definition_blocks[8],JULIXra,"WAGENMANN (f),",1
,cand-2625234,1,digit_in_letter,stud3ring,stud3ring,0.45,schaff-herzog.johh-of-salisbury,definition_blocks[0],his teachers there were of Reims. After,dialectics at Paris for,1
,cand-2040394,1,digit_in_letter,th0,thO,0.45,schaff-herzog.john,definition_blocks[3],"1-140. London, 1807; T. Grotby. H%$L of","SnoHah BapH$U, i. 91-00. 265-271. ib. 1",1
,cand-2623765,1,digit_in_letter,deut9dten,deut9dten,0.45,schaff-herzog.john-frederick-the-m-aonalflmons,definition_blocks[9],ar. 1868; F. Yon Beiold. O^tckichte der,"Reformation, Berlin, 1886; and literatu",1
,cand-2627001,1,digit_in_letter,ite8,iteS,0.45,schaff-herzog.john-saint-order-of-hospitalers-of,definition_blocks[0],"pitalers of St. John of Jerusalem, Mil-","hospUalia S, Joannis HieroaoLymiianiy J",1
,cand-2614660,1,digit_in_letter,ao8,aoS,0.45,schaff-herzog.john-the-apostle,definition_blocks[23],,,1
,cand-2615294,1,digit_in_letter,pre8b3rters,preSb3rters,0.45,schaff-herzog.john-the-apostle,definition_blocks[31],"from the synagogue to the Church; the ""","in Asia,'' whom Irenaeus reveres ss dis",1
,cand-2622004,1,digit_in_letter,Bus9gewaU,Bus9gewaU,0.45,schaff-herzog.john-the-baptist,definition_blocks[35],"eologian (cf. K. Holl, Enthtuiasmua und","im griechiachen M&nchtum, Leipsic, 1898",1
,cand-2628956,1,digit_in_letter,9eripL,9eripL,0.45,schaff-herzog.john-the-steadfast,definition_blocks[6],"BiographiBt in J. B. Menoke, Cangpeeiua","r«r, Otrm,, ii. 1123 aqq., Leipsic 1728",1
,cand-2630380,1,digit_in_letter,6ISLB,6ISLB,0.45,schaff-herzog.johnson-6islb-christian,term,"JOHNSON,",CHRISTIAN,1
,cand-2632020,1,digit_in_letter,de9,de9,0.45,schaff-herzog.joktan,definition_blocks[4],HattdwMarbueh,"biblMektn AUertumt, pp. 703-764,",1
,cand-2633583,1,digit_in_letter,9ervo,9ervo,0.45,schaff-herzog.jonas-justus,definition_blocks[3],were the German versions of Luther's De,aHntrio and Melanchthon's Loci. At the,1
,cand-2634069,1,digit_in_letter,9ehaft,9ehaft,0.45,schaff-herzog.jonas-justus,definition_blocks[7],"ardt, in ZeiUchriftfQr kirchluM Wi$9enn","und Leben, 1889, pp. 430 sqq. His life",1
,cand-2635263,1,digit_in_letter,Mu9ic,Mu9ic,0.45,schaff-herzog.jones-samuel-porter,definition_blocks[1],"a and Sayings (Nashville, Tenn., 1883);","Hall Series (Cincinnati, O., 1886); Qmt",1
,cand-2637805,1,digit_in_letter,8T0RT,STORT,0.45,schaff-herzog.joseph-of-ardcathea,definition_blocks[2],"JOSEPH AND ASBNATH,",OF. See,1
,cand-2638731,1,digit_in_letter,Abb6,Abb6,0.45,schaff-herzog.joseph-the-husband-of-mart,definition_blocks[8],ed at Quillins (department of Rhdne) by,Rey in 1835 for the education of destit,1
,cand-2638985,1,digit_in_letter,9ervcrum,9ervcrum,0.45,schaff-herzog.joseph-the-husband-of-mart,definition_blocks[10],"19 Mar., vol. iii.; Bene- dict XrV., De","Dei heatifloaiwne, iv. 2, ohap. 20, 7-6",1
,cand-2641719,1,digit_in_letter,7oaeph,7oaeph,0.45,schaff-herzog.joseph-the-patriarch,definition_blocks[43],,JoaephuB,1
,cand-2645425,1,digit_in_letter,ia36,ia36,0.45,schaff-herzog.joshua-book-of,definition_blocks[11],"Ueatamentliche Studien, vol. i.. Meurs.",(decides the book a unit and Joshtia it,1
,cand-4495362,1,digit_in_letter,D5llinger,DSllinger,0.45,schaff-herzog.josias,definition_blocks[0],life he cor- responded frequently with,and other Old Catholic leaders.,1
,cand-4495665,1,digit_in_letter,18SS,ISSS,0.45,schaff-herzog.josias,definition_blocks[7],"B«m1,",(partly autobiographical); Hauok-Heisoc,1
,cand-2647419,1,digit_in_letter,8eeU,SeeU,0.45,schaff-herzog.jovinian,definition_blocks[2],"ipaie, 1830; J. H. Blunt, Dictionary of","and Hontiu, pp. 242-244, Philadel- phia",1
,cand-4582020,1,digit_in_letter,JT8,JTS,0.45,schaff-herzog.jras,definition_blocks[7],,,1
,cand-2649019,1,digit_in_letter,heUi4fe,heUi4fe,0.45,schaff-herzog.jubilee-year-of,definition_blocks[4],"anni aanH, Rome, 1809; A. de Waal, Da$","Jakr in Rom, Frankfort, 1899; J. C. Hed",1
,cand-2651774,1,digit_in_letter,dueH4m,dueH4m,0.45,schaff-herzog.judby-epistle-of,definition_blocks[3],"U, Btraebuig. 1851; P. J. Otoag. Inirth","le Oe CoAoUe BpitUM, Edinbuigh. 1887; A",1
,cand-2653964,1,digit_in_letter,3rear8,3rearS,0.45,schaff-herzog.judby-epistle-of,definition_blocks[43],Samuel bar Simson (c. 1210 a.d.) to 600,"before his time. The present Hebron, di",1
,cand-2655848,1,digit_in_letter,occup3ring,occup3ring,0.45,schaff-herzog.judby-epistle-of,definition_blocks[68],"ve and a half miles north of Jerusalem,",the northern peak of a twin hill. Ramah,1
,cand-2658833,1,digit_in_letter,2iebulonite,2iebulonite,0.45,schaff-herzog.judges,definition_blocks[17],"ban of Bethlehem (seven years), Elon, a","(ten years), and Abdon, an Ephraimite (",1
,cand-2662452,1,digit_in_letter,pr6fessor,pr6fessor,0.45,schaff-herzog.judson-edward,definition_blocks[0],"., for two years (1865-67). He was then",of Latin in Madison University from 186,1
,cand-2663477,1,digit_in_letter,S3rrus,S3rrus,0.45,schaff-herzog.julian,definition_blocks[11],re four poems against Julian by Ephraem,written in 363 and containing legendary,1
,cand-2664450,1,digit_in_letter,sa3rs,sa3rs,0.45,schaff-herzog.julian,definition_blocks[18],knows nothing different; and Am- mianus,that no offers of reward produced the P,1
,cand-2668140,1,digit_in_letter,61ite,6Iite,0.45,schaff-herzog.julius,definition_blocks[12],"and formally opened in 1552, where the",of the Jesuit order were to be educated,1
,cand-2668249,1,digit_in_letter,6tude,6tude,0.45,schaff-herzog.julius,definition_blocks[13],"pp. 603 aqq., Berlin. 1870; L. Maynier.","kie- torique eur le eondle de Trente, p",1
,cand-2671052,1,digit_in_letter,Unit4,Unit4,0.45,schaff-herzog.juribn-pibrrb,definition_blocks[3],veraira en fnaiih-e de religion (1687);,de Viglise et points fonda^ mentaux (16,1
,cand-2682904,1,digit_in_letter,tUditfertioufi09Uhn,tUditfertioufiO9Uhn,0.45,schaff-herzog.justification,definition_blocks[66],"una9ltlm, Uipde. 1863; E. Rioenbaeh, DU","ijm ApottOt Pauhu, Btuttcnrt, 1807; H.",1
,cand-2683057,1,digit_in_letter,4ber,4ber,0.45,schaff-herzog.justification,definition_blocks[67],", London, 1885; J. T. Beck, Vorleeungen","ckrieaidie CHaubendehre, 2 vols.. GOter",1
,cand-2684939,1,digit_in_letter,fiS4,fiS4,0.45,schaff-herzog.justih-martyr,definition_blocks[16],,,1
,cand-2687907,1,digit_in_letter,ever3rwhere,ever3rwhere,0.45,schaff-herzog.justih-martyr,definition_blocks[42],"atural Buffering, and commanded bishops",to accept this doctrine. The fall of th,1
,cand-2692752,1,digit_in_letter,9ur,9ur,0.45,schaff-herzog.kaires-theopexlus,definition_blocks[4],. Leipsio. 1842; J. Wenger. Bei^ iriige,KenntnU des gegmtwdrtio^n OeUitM und Zu,1
,cand-2695625,1,digit_in_letter,99ine,99ine,0.45,schaff-herzog.kant-immanuel,definition_blocks[13],"aulsen, Im- manuel Kani^ ssin Leben und","Lehre, Stuttgart, 1898, Eng. transl., I",1
,cand-2695964,1,digit_in_letter,hiblicu8f,hiblicuSf,0.45,schaff-herzog.kantz-s-aspar,definition_blocks[0],"2 he became bachelor, 1505 master, 1511",and 1515 aententiariua. He returned to,1
,cand-2696684,1,digit_in_letter,8isi,Sisi,0.45,schaff-herzog.kapff-sixt-karl,definition_blocks[5],sfO BnuooaAPBT: C. Kapff. LtbtnabiU von,"Karl Kapff,",1
,cand-3343168,1,digit_in_letter,S3rmbols,S3rmbols,0.45,schaff-herzog.karl-heinrich,definition_blocks[1],"3). Of great importance were also his """,and Art-Notions of the Ancient Chris- t,1
,cand-2699877,1,digit_in_letter,apocr3rphal,apocr3rphal,0.45,schaff-herzog.kartaiios-joannikios,definition_blocks[2],"nse popularity, but the ad- inixtiu« of",elements roused the hostil- ity of the,1
,cand-1433263,1,digit_in_letter,profe99orum,profe99orum,0.45,schaff-herzog.kaspar,definition_blocks[3],"iu*, Jena, 1713; M. J. C. Zeuzner, Vitm",". . . tn academia Jenenn, ib. 1703-06;",1
,cand-3084121,1,digit_in_letter,3routh,3routh,0.45,schaff-herzog.katamoros-manuel,definition_blocks[0],"sanne July 31, 1866. He paoed his early","in Malaga, and at the age of fifteen en",1
,cand-2702098,1,digit_in_letter,7Vim,7Vim,0.45,schaff-herzog.keach-bbhjamhf,definition_blocks[2],was prefixed to his Traveis of,"GodlifUM, New York,",1
,cand-2706239,1,digit_in_letter,Qi5ttingen,QiSttingen,0.45,schaff-herzog.kelly-william,definition_blocks[0],a commendatory notice from Ewald in the,JahrhUcher. Such studies were carried o,1
,cand-2707681,1,digit_in_letter,r6ponse,r6ponse,0.45,schaff-herzog.kempis-thomas-a,definition_blocks[14],"recht, 1880), also NouveUe de- fense en","du Denifle (1884); F. X. Funk, Gerson u",1
,cand-2708211,1,digit_in_letter,9criptaribua,9criptaribua,0.45,schaff-herzog.kempis-thomas-a,definition_blocks[21],Claims. In 1606 Bellarmine inlusDe,eedeaiasticia stated it was already in,1
,cand-2709201,1,digit_in_letter,Magdalenu8,MagdalenuS,0.45,schaff-herzog.kempis-thomas-a,definition_blocks[32],s that Thomas was the author. The Codex,"in Oxford, dated 1438, strangely gives",1
,cand-2718391,1,digit_in_letter,60TTHARD,6OTTHARD,0.45,schaff-herzog.kettler-60tthard,term,"KETTLER,",,1
,cand-3740853,1,digit_in_letter,pen1,penI,0.45,schaff-herzog.key-to-pronunciation,definition_blocks[25],,,1
,cand-3740897,1,digit_in_letter,full1,fullI,0.45,schaff-herzog.key-to-pronunciation,definition_blocks[45],,,1
,cand-2719005,1,digit_in_letter,ke3rs,ke3rs,0.45,schaff-herzog.keys-power-of-the,definition_blocks[11],". xvi. 19), "" I will give unto thee the","of the kingdom of heaven."" This is doub",1
,cand-2721441,1,digit_in_letter,8acramentiSf,SacramentiSf,0.45,schaff-herzog.keys-power-of-the,definition_blocks[50],"eclares forgiveness, but effects it (De","ii. 1 sqq., 8). Hugo regards the sinner",1
,cand-2724529,1,digit_in_letter,pseudon3rmous,pseudon3rmous,0.45,schaff-herzog.kierkegaard-sorbn-aabt,definition_blocks[0],self as merely the pub- lisher of their,literature. Only his sermons were publi,1
,cand-2725279,1,digit_in_letter,Lif0,LifO,0.45,schaff-herzog.kierkegaard-sorbn-aabt,definition_blocks[6],"See Methodists, I., 3. BxauooaATBT: His",(written by himself) was edited with a,1
,cand-2725756,1,digit_in_letter,17SS,I7SS,0.45,schaff-herzog.killen-william-dool,definition_blocks[0],the Presbyterian Church in Ireland from,"(Belfast, 1853).",1
,cand-2732618,1,digit_in_letter,IK0,IKO,0.45,schaff-herzog.kingdom-of-god,definition_blocks[51],"eie, 1898-96; H. HoUnnd, God^c Ciiy and","Coming cf tfks Kingdom, London. 1894; L",1
,cand-2732746,1,digit_in_letter,5is,Sis,0.45,schaff-herzog.kingdom-of-god,definition_blocks[51],P. Vols. Judioekc Ecekaioiogio von Damd,"AkHba, f f 27. 42-48, Tabingen, 1903; P",1
,cand-2733193,1,digit_in_letter,jcc3mote,jcc3mote,0.45,schaff-herzog.kingdom-of-god,definition_blocks[74],ould keep his promise to his pledfS^ ^e,"is struck in the mention of peop^' , ^u",1
,cand-2739298,1,digit_in_letter,pliU3e,pliU3e,0.45,schaff-herzog.kiss-of-peace,definition_blocks[1],emnity to the act of consecration. This,"is assigned to it in Tertullian, and Cl",1
,cand-2735194,1,digit_in_letter,K6nioMidealdet,K6nioMidealdet,0.45,schaff-herzog.kiugship-in-israel,definition_blocks[11],"Bibuoorapht: S. Oettli, Dot","AUen Teslametd, Qraifswald. 1899; R. Sm",1
,cand-2745178,1,digit_in_letter,G5ttingen,GSttingen,0.45,schaff-herzog.kivapp-oeorg-christian,definition_blocks[0],udying at the universities of Halle and,he became ex- traordinary professor of,1
,cand-2744143,1,digit_in_letter,LeUn9,LeUn9,0.45,schaff-herzog.klino-christian-fribdrich,definition_blocks[22],"0; F. Muncker, Khpttoet, OMchiehie mnea","und mner Schriften, 2 vols., Stuttgart,",1
,cand-3201750,1,digit_in_letter,Wcrk9,Wcrk9,0.45,schaff-herzog.klltojlf-john,definition_blocks[5],"s., Cambridce, 1877 and 1800; the Prose","were edited, with Lift by T. Bireh, 2 v",1
,cand-3201861,1,digit_in_letter,8topford,Stopford,0.45,schaff-herzog.klltojlf-john,definition_blocks[5],"ohnson, ed. C. H. Firth, Oxfoffd, 1888;","Brooke, London, 1870; M. Pattison, in B",1
,cand-2744205,1,digit_in_letter,Lucan4B,Lucan4B,0.45,schaff-herzog.klostermanh-august-hbdirich,definition_blocks[0],xegesis in Kiel He has written: Vindica,"{G6ttiDgen, 1866); Dos Markuaevangelium",1
,cand-2747726,1,digit_in_letter,8chichte,Schichte,0.45,schaff-herzog.knokb-karl,definition_blocks[3],9); GrundrUs der Podagogik und ihre Oe-,aeit dem ZeitaUer dea Humaniamua (Berli,1
,cand-2747747,1,digit_in_letter,bi8,biS,0.45,schaff-herzog.knokb-karl,definition_blocks[3],Ansgabe dee luther- iachen Enchiridiona,"zu Lulhere Tode (Stuttgart, 1903). He a",1
,cand-2750543,1,digit_in_letter,wa3rs,wa3rs,0.45,schaff-herzog.know-rothnio-movbmeht,definition_blocks[0],republican institutions in all law- ful,""" and ** to place in all offices of hon",1
,cand-2750061,1,digit_in_letter,9O09nannU,9OO9nannU,0.45,schaff-herzog.knowledge-theological-principle-of,definition_blocks[16],"n, pp. 11 sqq., Leipno. 1893; idem« Der",hiMtoriache Jemu und der geadiidtiUche,1
,cand-2757954,1,digit_in_letter,au8,auS,0.45,schaff-herzog.koerio-arthur,definition_blocks[2],s (IS91); LeberubUder und CharaktertOge,"der KirchengeBchichU (G\£X%, 1890); Ein",1
,cand-2757961,1,digit_in_letter,aiA8,aiAS,0.45,schaff-herzog.koerio-arthur,definition_blocks[2],"irchengeBchichU (G\£X%, 1890); Ein BlaU",der Oeschichte dea schlesiachen SchtUwe,1
,cand-3323405,1,digit_in_letter,ChariHe9,ChariHe9,0.45,schaff-herzog.kortkaihy-mdrt-mdn,definition_blocks[2],"Bxbuoorapht: O. D. Tudor, Law cf","and Mart' main, London, 1889; J. Rawlin",1
,cand-2768308,1,digit_in_letter,183is,IS3is,0.45,schaff-herzog.krapf-johaim-ludwio,definition_blocks[0],"ce as vicar and teacher, he was sent in",to join the Abyssinian mission of the C,1
,cand-2768829,1,digit_in_letter,ZM6,ZM6,0.45,schaff-herzog.krauss-samuel,definition_blocks[0],"(Zhitomir, 1904) and written Rendazerea",VaUda ea Er- kdkstan (a manual of sjrst,1
,cand-2769320,1,digit_in_letter,6eld,6eld,0.45,schaff-herzog.krauth-charles-portbrfibld,definition_blocks[6],mpany. His literary activity coveiB the,of philosophy as well as that of theolo,1
,cand-2769402,1,digit_in_letter,Penns3rlvania,Penns3rlvania,0.45,schaff-herzog.krauth-charles-portbrfibld,definition_blocks[6],At the re- quest of the ministerium of,he had undertaken an extended English b,1
,cand-2770348,1,digit_in_letter,60TTL0B,6OTTLOB,0.45,schaff-herzog.krotel-60ttl0b-frederick,term,"KROTEL,",FREDERICK,1
,cand-2772829,1,digit_in_letter,M6ra,M6ra,0.45,schaff-herzog.krummacher,definition_blocks[12],"nger son of Friedrich Adolf, was bom at","(17 m. n.n.e. of DUsseldorO May 7, 1798",1
,cand-2773634,1,digit_in_letter,ii6er,ii6er,0.45,schaff-herzog.kubhl-brnst-richard-thbodor,definition_blocks[0],'s Kritiech-exegeUedier Handkom- merUar,"doe Neue TeaUimeni, Gdttingen, 1887); D",1
,cand-2773652,1,digit_in_letter,av4,av4,0.45,schaff-herzog.kubhl-brnst-richard-thbodor,definition_blocks[0],niadien Theodicee (1897); RechiferHgung,Qrund dea Olaubena und Oeriehi naeh den,1
,cand-3336541,1,digit_in_letter,6E0RG,6EORG,0.45,schaff-herzog.kueller-6e0rg-friedrich,term,"KUELLER,",FRIEDRICH,1
,cand-2775426,1,digit_in_letter,h6heren,h6heren,0.45,schaff-herzog.kurtz-johahr-hbinrich,definition_blocks[1],der un- ieren Klaaaen in Oymnaaien und,"BUrger- aehulen erlOutert (Berlin, 1847",1
,cand-2777069,1,digit_in_letter,89fi,S9fi,0.45,schaff-herzog.labadis-jbar-db-labadists,definition_blocks[10],,,1
,cand-2777076,1,digit_in_letter,mv9n,mv9n,0.45,schaff-herzog.labadis-jbar-db-labadists,definition_blocks[11],BnuooRAnnr: Tbm evlicr litormture is,"in J. G. Wftloh, BiUiotKtea Umlagiea mU",1
,cand-2777210,1,digit_in_letter,4Mt,4Mt,0.45,schaff-herzog.labadis-jbar-db-labadists,definition_blocks[11],1860; H. Heppe. Oaaekidita 4m PiaHamua,"rafanmartan Kiteka, pp. 241-374. Lsydea",1
,cand-2777228,1,digit_in_letter,4ar,4ar,0.45,schaff-herzog.labadis-jbar-db-labadists,definition_blocks[11],"68. Bonn. 1880; J. H. Kurta, Lakr- buck","KtrehanoaaeMekla, ii 166, 7-«. Lsipsio.",1
,cand-2777443,1,digit_in_letter,iou8,iouS,0.45,schaff-herzog.labbb-philippb,definition_blocks[0],que de Vhxa- iovre aacrie et prqfane de,"lea agea et de Uma lea aOclea (4 vols.,",1
,cand-2781240,1,digit_in_letter,tU9a,tU9a,0.45,schaff-herzog.labmmbr-huoo,definition_blocks[2],aaUm (1866); Meletemahtm Romanorum man-,(1876); De martyrohgio Romano (1878); /,1
,cand-2781716,1,digit_in_letter,ehtB09,ehtBO9,0.45,schaff-herzog.lagardb-paul-antor-d,definition_blocks[3],rmee (1858); Tili Boaireni contra Mani-,"libri qtiatuor Syriaee (Berlin, 1850);",1
,cand-2781724,1,digit_in_letter,qw9,qw9,0.45,schaff-herzog.lagardb-paul-antor-d,definition_blocks[3],"or Syriaee (Berlin, 1850); TiH Bottreni",ex opere contra ManiduBoe in Codiee Ham,1
,cand-2781939,1,digit_in_letter,Pro6e,Pro6e,0.45,schaff-herzog.lagardb-paul-antor-d,definition_blocks[3],"884); Mittheilungen (4 vols., 1884-01);",einer neuen Auegabe der kUeiniedten Ueb,1
,cand-2782586,1,digit_in_letter,la3nnen,la3nnen,0.45,schaff-herzog.laity,definition_blocks[0],"e Church, was long in use. The right of","to baptize was restricted, ^even from T",1
,cand-2787306,1,digit_in_letter,ZABi1unu6liliil,ZABiIunu6liliil,0.45,schaff-herzog.lambsth-articles,definition_blocks[5],,,1
,cand-2788894,1,digit_in_letter,Oeathi6kU,Oeathi6kU,0.45,schaff-herzog.lampe-friedrich-adolf,definition_blocks[3],"Lompe^ Bielefeld, 1868; H. L. J. Heppe,","dea Pietiamua, pp. 236 aqq., 479-480. L",1
,cand-2789070,1,digit_in_letter,9eu,9eu,0.45,schaff-herzog.lamy-beriiard,definition_blocks[4],"eus, London, 1723); Harmoma",conoardia guaiuor,1
,cand-2793768,1,digit_in_letter,4ia,4ia,0.45,schaff-herzog.lan6bn-joseph,definition_blocks[2],,,1
,cand-2793833,1,digit_in_letter,de8,deS,0.45,schaff-herzog.lan6bn-joseph,definition_blocks[3],published Die detUerokanomachen StUcke,"Buches Esther (Freiburg, 1862); Die Utx",1
,cand-2789338,1,digit_in_letter,9ur,9ur,0.45,schaff-herzog.lancey-the-holt,definition_blocks[1],", 1734-38; C. Rohault de Fleury, Mimoin","U$ ifwirumente de la pamion^ Paris, 180",1
,cand-1971489,1,digit_in_letter,reliffieu9e,reliffieu9e,0.45,schaff-herzog.lands,definition_blocks[27],"882; M. Pbilippaon, La Contre-RivoluHon","au xvi, aitcle, Brussels, 1884; L. Kell",1
,cand-1971517,1,digit_in_letter,au9,au9,0.45,schaff-herzog.lands,definition_blocks[27],"1887, 1889; J. Hansen, NunUtxiurberichU","DeuUehland, vol. iii., parts 1-2, Gotha",1
,cand-1971537,1,digit_in_letter,Au9,Au9,0.45,schaff-herzog.lands,definition_blocks[27],"tUenordena, 164£-8g, ib. 1896; G. Wolf.","Kurkdln im 16, Jahrhundai, Berlin, 1905",1
,cand-2792920,1,digit_in_letter,9peetatim,9peetatim,0.45,schaff-herzog.langs-joachim,definition_blocks[3],,"Schdvigiana (Berlin, 1706), first as an",1
