approve,id,tier,reason,value,suggestion,confidence,entry_id,field_path,context_before,context_after,occurrences
,cand-2793106,1,digit_in_letter,p9eudopkilo9ophiam,p9eudopkilo9ophiam,0.45,schaff-herzog.langs-joachim,definition_blocks[3],by his Catiaa Dei advereua aiheiemum et,pneaertim Stoicam^ Spinozi- anam et Wol,1
,cand-2798511,1,digit_in_letter,0mm,Omm,0.45,schaff-herzog.las-casas-bartoloms-de,definition_blocks[5],Bxbuoobapby: The life of Las,hM been written by,1
,cand-2799093,1,digit_in_letter,ever3rwhere,ever3rwhere,0.45,schaff-herzog.lasco-johannes-a-qah-lasd,definition_blocks[3],"regation obtained an asylum, always and",taking pains to alleviate the dreary lo,1
,cand-2802336,1,digit_in_letter,4dd,4dd,0.45,schaff-herzog.laud-williak,definition_blocks[5],,,1
,cand-4297748,1,digit_in_letter,9tatu,9tatu,0.45,schaff-herzog.laurbhtius,definition_blocks[0],hann Sleidan's Protestant ComfiMyUam de,"reUgiania et reirepybUca, Carolo Quinio",1
,cand-4297755,1,digit_in_letter,CcB9are,CcB9are,0.45,schaff-herzog.laurbhtius,definition_blocks[0],"reUgiania et reirepybUca, Carolo Quinio","(Strasbuig, 1555), a famous history of",1
,cand-4297774,1,digit_in_letter,toHu8,toHuS,0.45,schaff-herzog.laurbhtius,definition_blocks[0],nHaninorum ecdenm dodorum in eoanr gdia,anni (1569); and CancUia omnia (1567).,1
,cand-2804091,1,digit_in_letter,4fi4,4fi4,0.45,schaff-herzog.lavatbr-johann-caspar,definition_blocks[9],,,1
,cand-2811085,1,digit_in_letter,Hour9,Hour9,0.45,schaff-herzog.law-william,definition_blocks[2],. 1854 (privately printed): L. Stephen.,in a Library. 2 aer.. ib. 1876: J. H. O,1
,cand-5052975,1,digit_in_letter,Moses1,MosesI,0.45,schaff-herzog.lay-preaching,definition_blocks[11],Primitive preaching in,"wish that "" all Church, the Lord's peop",1
,cand-2815048,1,digit_in_letter,60TTHARD,6OTTHARD,0.45,schaff-herzog.lbchler-60tthard-victor,term,"LBCHLER,",VICTOR,1
,cand-2815197,1,digit_in_letter,Da8,DaS,0.45,schaff-herzog.lbchler-60tthard-victor,definition_blocks[2],"a engliachen Deiamua (Stuttgart, 1841);",apostoUsche und nachapos- toliaehe ZeUa,1
,cand-2823564,1,digit_in_letter,B5mer,BSmer,0.45,schaff-herzog.lblono-jacques,definition_blocks[0],nlarged editions were publish^ by C. F.,"(2 parts, Leipsic, 1709) and A. G. Masc",1
,cand-2823608,1,digit_in_letter,F6vret,F6vret,0.45,schaff-herzog.lblono-jacques,definition_blocks[0],orique de la France (1719; augmented by,"de Fon- teUe, 6 vols., 1768-78). Bibuog",1
,cand-2814785,1,digit_in_letter,HdkUnfund4,HdkUnfund4,0.45,schaff-herzog.lebanon,definition_blocks[17],"aaeel. 1890; K. von Fritedi, Zumtoffon*","im Libanan, Halle. 1893; O. A Smith. Hi",1
,cand-2820469,1,digit_in_letter,Z6ckler,Z6ckler,0.45,schaff-herzog.lehhm-prophect,definition_blocks[1],of literature of similar character. (O.,f.) HiBLioaaArar: Thb edition prineept,1
,cand-2821984,1,digit_in_letter,PhUo9ophie,PhUo9ophie,0.45,schaff-herzog.lehhm-prophect,definition_blocks[21],"or of phases of it are: C. Seer^tan, La","de LeibniU, Lausanne, 1840; L. Feuerbac",1
,cand-2822810,1,digit_in_letter,H6pffner,H6pffner,0.45,schaff-herzog.leipsic-colloquy-of,definition_blocks[2],"Leyser, and the court preacher Heinrich",to a colloquy on the points of differen,1
,cand-2839527,1,digit_in_letter,Fr6jus,Fr6jus,0.45,schaff-herzog.lerms-monastery-of,definition_blocks[8],"or 37,000 livres. In 1853 the bishop of",bought back divine service and monks fr,1
,cand-2842198,1,digit_in_letter,Philologu8,PhilologuS,0.45,schaff-herzog.leusden-johannes,definition_blocks[0],. adjunctus Oba- dja tUustraiua (1657);,Hebrao-mixtus (1663); Paalterium Hebrct,1
,cand-2843776,1,digit_in_letter,83magogue,S3magogue,0.45,schaff-herzog.levi-levites,definition_blocks[18],"hem, though in the ministrations oi the",Levites enjojred a certain distinction.,1
,cand-3735546,1,digit_in_letter,BT7D0LF,BT7DOLF,0.45,schaff-herzog.lewis-clinton-stbang,definition_blocks[1],,STUEBEy Pli.D.y,1
,cand-2844949,1,digit_in_letter,SEELE7,SEELE7,0.45,schaff-herzog.lewis-wilsoh-seele7,term,"LEWIS, WILSOH",,1
,cand-2845550,1,digit_in_letter,9oll,9oll,0.45,schaff-herzog.leysbr-lysbr,definition_blocks[6],il den PapisUn Gemeinacha/t haben . . .,"<ienn mil und zu den Caivinisten, origi",1
,cand-2845886,1,digit_in_letter,Braun9ekweioi9ch0,Braun9ekweioi9chO,0.45,schaff-herzog.leysbr-lysbr,definition_blocks[14],ankfort. 1706. Consult P. J. Rethmeyer.,"KirdunhUtarU, iv. 23 sqq.. 55-149. Brun",1
,cand-2771209,1,digit_in_letter,origin49,origin49,0.45,schaff-herzog.liana-voh,definition_blocks[7],"eraeded by K Muh- lenbeok, £iude mr tot",de la Sainte-AUianet. Avee un portrait,1
,cand-2771223,1,digit_in_letter,6USTAV,6USTAV,0.45,schaff-herzog.liana-voh,definition_blocks[8],"KRUEGBR, kroi'ger, HERMAim",,1
,cand-2848483,1,digit_in_letter,th6,th6,0.45,schaff-herzog.liber-vitib-dipttchs,definition_blocks[3],nnection with the wax tab- lets used by,ancients. Two or more of them were boun,1
,cand-2850144,1,digit_in_letter,epi9copo9,epi9copo9,0.45,schaff-herzog.liberins,definition_blocks[4],put forth a brief (Epial. ad caiholico$,Italia) diapenaing pardon to all thoee,1
,cand-2851099,1,digit_in_letter,4crUs,4crUs,0.45,schaff-herzog.libertihes,definition_blocks[7],"llected by C. Schmidt, TraiUe mystiques",". . . 1S47-49 (Geneva, 1876), and by E.",1
,cand-2851108,1,digit_in_letter,Th6dtre,Th6dtre,0.45,schaff-herzog.libertihes,definition_blocks[7],"S47-49 (Geneva, 1876), and by E. Picot,",mystique de Pierre Du Vol et des Libert,1
,cand-2856229,1,digit_in_letter,alwa3rs,alwa3rs,0.45,schaff-herzog.liddon-henry-parry,definition_blocks[1],sermons were inordinately long. He was,"tremendously in earnest, full of spirit",1
,cand-2859498,1,digit_in_letter,beautif3ring,beautif3ring,0.45,schaff-herzog.lightfoot-joseph-barber,definition_blocks[6],"h, and at Durham he spent much money in",the episcopal palace. He furthered in e,1
,cand-2859696,1,digit_in_letter,X7SE,X7SE,0.45,schaff-herzog.lights-x7se-of-in-worship,term,"LIGHTS,","OF, IN WORSHIP",1
,cand-2862915,1,digit_in_letter,S3rmpathy,S3rmpathy,0.45,schaff-herzog.limborch-philippus-vaif,definition_blocks[0],who differed from him. He shows little,with the philosophy of his age — at lea,1
,cand-2864652,1,digit_in_letter,Ma3mooth,Ma3mooth,0.45,schaff-herzog.lin6ard-john,definition_blocks[1],at the Royal College of St. Patt-ick at,and the presidency of the seminary at O,1
,cand-1617005,1,digit_in_letter,Vitr6,Vitr6,0.45,schaff-herzog.lippe,definition_blocks[20],sis wted as a mediator. At the Synod of,"in May, 1583, suspicion of Henry's ambi",1
,cand-1617922,1,digit_in_letter,Cond6,Cond6,0.45,schaff-herzog.lippe,definition_blocks[33],"l portance. exerted for peace, and when","took up arms in 1615, he was suc- cessf",1
,cand-2866456,1,digit_in_letter,6Ueeten,6Ueeten,0.45,schaff-herzog.lipsius-richard-adelbert,definition_blocks[3],iiiech untereudU (1872); Die QueUen der,"Keteeroeachiehte (Leipoie, 1876); Lekrb",1
,cand-3738500,1,digit_in_letter,lgo6,lgo6,0.45,schaff-herzog.list-of-abbreviations,definition_blocks[18],"the Popee, Ranke, Pope*. ..[ 3 yo]s ^^^",w *~,1
,cand-3738607,1,digit_in_letter,Berlm7l882,Berlm7lSS2,0.45,schaff-herzog.list-of-abbreviations,definition_blocks[45],&BA 1,sqq.,1
,cand-3443464,1,digit_in_letter,LIST8,LISTS,0.45,schaff-herzog.list8,term,,,1
,cand-2872076,1,digit_in_letter,pra3ners,pra3ners,0.45,schaff-herzog.liturgics,definition_blocks[44],ssigned to the congregation after three,"only — ^the Trisagion (q. v.), the pray",1
,cand-2882888,1,digit_in_letter,L6he,L6he,0.45,schaff-herzog.lobhb-johann-konrad-wilhelm,definition_blocks[0],"fully developed. Like a prophet of old,","denoimoed sin without fear, and thus se",1
,cand-2883487,1,digit_in_letter,L6he,L6he,0.45,schaff-herzog.lobhb-johann-konrad-wilhelm,definition_blocks[5],greater as a pastor than as a preacher.,was a man of striking appear- ance. His,1
,cand-2883606,1,digit_in_letter,5ie6en,Sie6en,0.45,schaff-herzog.lobhb-johann-konrad-wilhelm,definition_blocks[5],; Predigten Uber doe Vaterunser (1837);,VortrOge Uber die Worte am Kreuze (Stut,1
,cand-2879290,1,digit_in_letter,Ahb6,Ahb6,0.45,schaff-herzog.lobo-jbroiiimo,definition_blocks[0],hich has often been attributed to Lobo.,Legrand translated Lobo's work into Fre,1
,cand-2879318,1,digit_in_letter,PAX7L,PAX7L,0.45,schaff-herzog.lobstein-pax7l,term,"LOBSTEIN,",,1
,cand-2879405,1,digit_in_letter,6tudes,6tudes,0.45,schaff-herzog.lobstein-pax7l,definition_blocks[0],"xistence du Fits de Dieu (Paris, 1883);","christologiques (5 parts, 1885-M; the s",1
,cand-2879457,1,digit_in_letter,6tudes,6tudes,0.45,schaff-herzog.lobstein-pax7l,definition_blocks[1],"o Protestant Dogmatics, Cldcago, 1902);",sur la doctrine chritienne de Dieu (Lau,1
,cand-2880117,1,digit_in_letter,Da9,Da9,0.45,schaff-herzog.lobwasser-ambrosius,definition_blocks[6],"rankfort, 1866. Consult: P. Waokemagel.","tUuUcha Kirehenliedt i. 600 sqq., iv. 8",1
,cand-2880206,1,digit_in_letter,THE0L06ICI,THEOLO6ICI,0.45,schaff-herzog.loci-the0l06ici,term,LOCI,,1
,cand-2881299,1,digit_in_letter,Ori4final,Ori4final,0.45,schaff-herzog.lockby-johh,definition_blocks[4],"of hie Friende, Lon- don, 3d ed., 1737;","LeUere of Locke, Algernon Sid- ney and",1
,cand-2881325,1,digit_in_letter,6loge,6loge,0.45,schaff-herzog.lockby-johh,definition_blocks[4],"n, ed. E. Rand, ib. 1900; J. Le Clero's","hi^forique de feu Mr, Locke, Amsterdam,",1
,cand-2886771,1,digit_in_letter,grieehi9ehen,grieehi9ehen,0.45,schaff-herzog.logos,definition_blocks[10],"M. Heinse, Dis lAtktt vom LoQO% in der","Philo»ophie, Olden- burg, 1872; SchOrer",1
,cand-2887698,1,digit_in_letter,pra3rer8,pra3rerS,0.45,schaff-herzog.loisy-alfrbd-firmah,definition_blocks[4],hop or prelate and judge in one person;,"for the dead were ineffectual, pilgrima",1
,cand-2887818,1,digit_in_letter,3rears,3rears,0.45,schaff-herzog.loisy-alfrbd-firmah,definition_blocks[5],"s archbishop of Can- terbury, and three",later Richard II. was mur- dered. The t,1
,cand-2888288,1,digit_in_letter,ro3ral,ro3ral,0.45,schaff-herzog.loisy-alfrbd-firmah,definition_blocks[9],the ban for contumacy and arrested by a,warrant. He now formulated a reply to a,1
,cand-2889674,1,digit_in_letter,9eriiatum,9eriiatum,0.45,schaff-herzog.loisy-alfrbd-firmah,definition_blocks[27],4. Selections from T. Gaseoigne's Liber,were published as Loci e libra veritatu,1
,cand-2889934,1,digit_in_letter,Qid9,Qid9,0.45,schaff-herzog.lomah-abraham-dirk,definition_blocks[1],as 1861 he had advanced the view in De,that the Gos- pel account of the Resurr,1
,cand-2891928,1,digit_in_letter,kurio8,kurioS,0.45,schaff-herzog.lord,definition_blocks[0],and Testament the A. V. usually renders,"by "" Lord "" when referring to God or Ch",1
,cand-2894271,1,digit_in_letter,Da9,Da9,0.45,schaff-herzog.lord-s-prayer,definition_blocks[28],"of patrisitio comment is by G. Tillman,","Oebet, nath der Lehre der Heiligen daro",1
,cand-2900647,1,digit_in_letter,antit3rpe6,antit3rpe6,0.45,schaff-herzog.lord-s-supper,definition_blocks[65],"us the designation of the elements as ""","of the body and blood of Christ "" might",1
,cand-2901360,1,digit_in_letter,C3rril,C3rril,0.45,schaff-herzog.lord-s-supper,definition_blocks[69],cept- ance of a transubstantiation. But,is speak- ing as a catechist. Even to h,1
,cand-2901405,1,digit_in_letter,C3rril,C3rril,0.45,schaff-herzog.lord-s-supper,definition_blocks[69],ng the body and blood of Christ is What,does show is how the transubstantia- ti,1
,cand-2902400,1,digit_in_letter,d3mamio,d3mamio,0.45,schaff-herzog.lord-s-supper,definition_blocks[79],proof to the contrary; the idea of some,change in the elements was (unless spir,1
,cand-2902882,1,digit_in_letter,C3rril,C3rril,0.45,schaff-herzog.lord-s-supper,definition_blocks[85],hey show that (just as in the East with,of Jerusalem and Chrysostom) the realis,1
,cand-2910275,1,digit_in_letter,banli4pi0,banli4piO,0.45,schaff-herzog.loreto,definition_blocks[2],demeure delaS. Vieroe A NoMonlk dam la,"de LorHe, Paris. 1880: W. Garrmtt. Lore",1
,cand-2911669,1,digit_in_letter,3rears,3rears,0.45,schaff-herzog.lorimer-peter,definition_blocks[25],"6,143, in 1905 9,339; while in the same",the conversions to Roman- ism were resp,1
,cand-2911772,1,digit_in_letter,Chr4Hen,Chr4Hen,0.45,schaff-herzog.lorimer-peter,definition_blocks[25],"S^vres-Bellevue. He started a paper, Le","Frangaia, which soon obtained a large c",1
,cand-2915753,1,digit_in_letter,6tabliaaamenU,6tabliaaamenU,0.45,schaff-herzog.louis-iz,definition_blocks[4],". 1809. Consult further. P. VioUet, Lea","de S. Louia, 4 vole., ib. 1881- 1886; J",1
,cand-2918203,1,digit_in_letter,LOWDBR9,LOWDBR9,0.45,schaff-herzog.lowdbr9-charles-fuoe,term,,CHARLES FUOE,1
,cand-2920766,1,digit_in_letter,4he,4he,0.45,schaff-herzog.lucas-of-thy-tudbnsis,definition_blocks[1],aQ. It is uncertain whether the book on,miracles of St. Isidore which he mentio,1
,cand-2920791,1,digit_in_letter,B9paAa,B9paAa,0.45,schaff-herzog.lucas-of-thy-tudbnsis,definition_blocks[1],"). (R. Schmid.) Bibuoobapht: H. Florei,","migroda, vol. xxU. 108",1
,cand-2922043,1,digit_in_letter,V03rage,VO3rage,0.45,schaff-herzog.luciall-the-martyr,definition_blocks[11],which he asserts that he witnessed on a,from Troas to Syria.,1
,cand-2922762,1,digit_in_letter,tlu9,tlu9,0.45,schaff-herzog.luciall-the-martyr,definition_blocks[20],"wellers and the Epicureans, are ness of",pretentions of the false prophet Alexan,1
,cand-2923008,1,digit_in_letter,E99ai,E99ai,0.45,schaff-herzog.luciall-the-martyr,definition_blocks[23],s the Reformation printer); M. Croiset.,"tur la vis 9t let auvre$ <U Lucien, Pur",1
,cand-2923996,1,digit_in_letter,Oe9diichte,Oe9diichte,0.45,schaff-herzog.lucius,definition_blocks[3],"W. Giesebreeht,","der deutechen KaieerxeU, iv.",1
,cand-2924664,1,digit_in_letter,Chanuierutie9,Chanuierutie9,0.45,schaff-herzog.luckock-herbert-mortimer,definition_blocks[2],fieaHoru Jar a Qood Frmeher (1897); The,qf ihs Four Qoepdt (1900); BeauH/ul Lif,1
,cand-2924980,1,digit_in_letter,9eripHM,9eripHM,0.45,schaff-herzog.ludolfy-iq-dolf-mob,definition_blocks[1],"Biblxoobaprt: C. Junktr, De viia §i","lobi Ludolpki, Lnpne, 1710; J. Fleiiunx",1
,cand-4218117,1,digit_in_letter,LUDWI6,LUDWI6,0.45,schaff-herzog.ludwi6,term,,,1
,cand-4218415,1,digit_in_letter,toa9,toa9,0.45,schaff-herzog.ludwi6,definition_blocks[6],"BnuoomAFBT: R HMipt, in Batle","du kaaU roL zxiiL; L. BohullM, in Svane",1
,cand-2925661,1,digit_in_letter,3rounger,3rounger,0.45,schaff-herzog.luebecky-bishopric-of,definition_blocks[1],dignity was usually an appanage of the,sons of the dukes of Holstein until 170,1
,cand-2925691,1,digit_in_letter,de9,de9,0.45,schaff-herzog.luebecky-bishopric-of,definition_blocks[2],Bibuoosapht: Sourees are Urkundmbudi,"BiBtunu LQbeck, ed. W. Leverkiu, Oldenb",1
,cand-3519333,1,digit_in_letter,LUI6I,LUI6I,0.45,schaff-herzog.lui6i,term,,,1
,cand-2928507,1,digit_in_letter,4reat,4reat,0.45,schaff-herzog.luke,definition_blocks[19],hus Mark sets the story of Jesus in two,groups of events-Qesus' work in Galilee,1
,cand-2933137,1,digit_in_letter,mart3rr,mart3rr,0.45,schaff-herzog.lully-raymond,definition_blocks[27],"he works of the "" Doctor illuminatus et","Raymundus Lullus "" ap- peared without o",1
,cand-1601504,1,digit_in_letter,6tudeM,6tudeM,0.45,schaff-herzog.luste-seigneur,definition_blocks[3],SsyouB.,"awr let icrivaina d€ la Rtformation, ib",1
,cand-2936742,1,digit_in_letter,de9,de9,0.45,schaff-herzog.luther-martin,definition_blocks[47],"erg, a proceeding defended in his Warum",Papstes und aeiner JUnger BOeher vefrbr,1
,cand-2937543,1,digit_in_letter,nn8StB,nnSStB,0.45,schaff-herzog.luther-martin,definition_blocks[65],was set forth by Luther in his Formula,"et commumonis (1523), and in 1524 the f",1
,cand-2937673,1,digit_in_letter,de8,deS,0.45,schaff-herzog.luther-martin,definition_blocks[69],"Sectaries,","Sakraments (1523), in which he",1
,cand-2937688,1,digit_in_letter,ph3r8ical,ph3rSical,0.45,schaff-herzog.luther-martin,definition_blocks[70],ed the natural presence and with actual,participation. In 1522,1
,cand-2940797,1,digit_in_letter,3rear,3rear,0.45,schaff-herzog.luther-martin,definition_blocks[105],"apei- tum tu Rom, which appeared in the",before his death. He gave a very real g,1
,cand-2942294,1,digit_in_letter,h3rmns,h3rmns,0.45,schaff-herzog.luther-martin,definition_blocks[123],ngth and fidelity to the originaL Other,which have passed into conunon use in E,1
,cand-2942910,1,digit_in_letter,6kumeniachen,6kumeniachen,0.45,schaff-herzog.luther-martin,definition_blocks[129],"F. Kat- tenbusch, Luthera Strung mu den","Symbolen, 1883; T. Kolde, Luther auf de",1
,cand-2956582,1,digit_in_letter,evan4feU9chen,evan4feU9chen,0.45,schaff-herzog.luther-s-two-catechisms,definition_blocks[8],"Q. Veeeenmeyer, Niuhrichten von einioen","eaieeheUeehen Schriften, Ubn, 1830; K.",1
,cand-2945947,1,digit_in_letter,s3mod,s3mod,0.45,schaff-herzog.lutherans,definition_blocks[50],74 re- moved the latter disability. The,"numbers about 5,300 persons, with thirt",1
,cand-2946152,1,digit_in_letter,3crees,3crees,0.45,schaff-herzog.lutherans,definition_blocks[90],,of punish-,1
,cand-2946356,1,digit_in_letter,L6he,L6he,0.45,schaff-herzog.lutherans,definition_blocks[111],the S\^![^gf^ti movement instigated by,in Bavaria ^ettted tn Baden also a desi,1
,cand-2951511,1,digit_in_letter,S3mod,S3mod,0.45,schaff-herzog.lutherans,definition_blocks[163],d in 1866 eleven pastors of the Buffalo,joined the Missouri S3mod. one of which,1
,cand-2951673,1,digit_in_letter,ati8,atiS,0.45,schaff-herzog.lutherans,definition_blocks[169],tion of a paper (Kirchliche MiUeilungen,und iiber Nard Amerika) through which h,1
,cand-2952455,1,digit_in_letter,s3rmbolical,s3rmbolical,0.45,schaff-herzog.lutherans,definition_blocks[178],n direction and in 1847 adopted all the,books as the basis of its confession. C,1
,cand-2954209,1,digit_in_letter,S3mod,S3mod,0.45,schaff-herzog.lutherans,definition_blocks[191],rule having been adopted by the United,"of the South and the General Synod, gun",1
,cand-2954242,1,digit_in_letter,S3mod,S3mod,0.45,schaff-herzog.lutherans,definition_blocks[191],three general bodies and the Elng- lish,of Missouri. The English version of of,1
,cand-2955441,1,digit_in_letter,evangeliech4utheriechen,evangeliech4utheriechen,0.45,schaff-herzog.lutherans,definition_blocks[202],"895-1899; J. Deindorfer, QeeehicKte der","Synode Iowa, Chicago, 1897; H. E. Jacob",1
,cand-2957381,1,digit_in_letter,8ch6nen,Sch6nen,0.45,schaff-herzog.lutz-lucius-samuel,definition_blocks[4],"llections, Wohlriech' ender Strauss van","und gesunden HimmeU- Uumen (2 vols., Ba",1
,cand-2957485,1,digit_in_letter,0e9ehiehit,Oe9ehiehit,0.45,schaff-herzog.lutz-lucius-samuel,definition_blocks[7],1860; E. BIoeBch.,der tehwtiMimA-r^ormitrten KirehetK il,1
,cand-3735248,1,digit_in_letter,PIEB80N,PIEBSON,0.45,schaff-herzog.lyman-pieb80n-powell,term,LYMAN,POWELL,1
,cand-2959725,1,digit_in_letter,Serie9,Serie9,0.45,schaff-herzog.lyons-archbishopric-of,definition_blocks[3],"of the see are given in order in Gams,","episcoporum^ pp. 509-572, supplement, p",1
,cand-2958962,1,digit_in_letter,De9cripHve,De9cripHve,0.45,schaff-herzog.lyuch-thomas-toke,definition_blocks[1],"on- don* 1874, and a small Critical and","Notice of . . T. T, Lynch was published",1
,cand-3005781,1,digit_in_letter,G6ttingen,G6ttingen,0.45,schaff-herzog.ma1v60ld-wilhelm-julius,definition_blocks[0],"ntil Sept., 1849, he devoted himself at","to ecclesiastical history, and in the f",1
,cand-3068053,1,digit_in_letter,MA80RAH,MASORAH,0.45,schaff-herzog.ma80rah,term,,,1
,cand-3069337,1,digit_in_letter,babylon4adten,babylon4adten,0.45,schaff-herzog.ma80rah,definition_blocks[37],ee A. T.*a nacft der Ueberlieferung der,"Juden, Leipsic. 1902.",1
,cand-2961338,1,digit_in_letter,Ranc6,Ranc6,0.45,schaff-herzog.mabillon-jean,definition_blocks[4],ot John Gersen. Against the Trappist De,"(see Trappistb), who had declared that",1
,cand-2961713,1,digit_in_letter,da3r8,da3rS,0.45,schaff-herzog.mabillon-jean,definition_blocks[8],is thus far more extensive than in the,"of more mission halls, in part owing to",1
,cand-2962048,1,digit_in_letter,waterwa3rs,waterwa3rs,0.45,schaff-herzog.mabillon-jean,definition_blocks[13],"e, were built for service in the inland","of France, and have carried the gospel",1
,cand-2962991,1,digit_in_letter,da3rs,da3rs,0.45,schaff-herzog.macarius,definition_blocks[3],e the Western Church celebrates it four,earlier. Certain monasteries of the Lib,1
